"latlng","name","type"
"29.439292699999996,77.7003141","Sujroo Sakuntala Avas Vikash Colony ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"29.3224952,77.7232104","Munawwarpur Khurd Bhainsi ","[u'locality', u'political'] [u'locality', u'political'] "
"29.270052399999997,77.73573","Khatauli Shekhpura ","[u'locality', u'political'] [u'locality', u'political'] "
"29.052393900000002,77.6988829","Meerut ","[u'locality', u'political'] "
"29.045043300000003,77.7006719","Meerut Daurli ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"29.0082473,77.6860015","Meerut Meerut Cantt ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"28.8899893,77.61942370000001","Mohiuddinpur ","[u'locality', u'political'] "
"28.858935600000002,77.5936411","Modinagar ","[u'locality', u'political'] "
"28.8463136,77.58504559999999","Modinagar ","[u'locality', u'political'] "
"28.818215999999996,77.56032979999999","Modinagar ","[u'locality', u'political'] "
"28.786017100000002,77.526292","Yusufpur Manota ","[u'locality', u'political'] "
"28.763420500000002,77.51840820000001","Ukhlarsi ","[u'locality', u'political'] "
"28.4797978,77.13234609999999","New Delhi Aya Nagar Phase 1 ","[u'locality', u'political'] [u'sublocality_level_2', u'sublocality', u'political'] "
"28.66872,77.4219658","Ghaziabad Patel Nagar ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"28.636399800000003,77.3947035","Ghaziabad Pratap Vihar ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"28.6684842,77.38896319999999","Ghaziabad 2A MIG Park Sector 2A ","[u'locality', u'political'] [u'park', u'premise', u'point_of_interest', u'establishment'] [u'sublocality_level_2', u'sublocality', u'political'] "
"28.6772868,77.3530801","Grand Trunk Road Ghaziabad ","[u'route'] [u'locality', u'political'] "
"28.6706702,77.3437488","Ghaziabad Karkar Mandan ","[u'locality', u'political'] [u'sublocality_level_3', u'sublocality', u'political'] "
"28.6703118,77.3437488","Ghaziabad Karkar Mandan ","[u'locality', u'political'] [u'sublocality_level_3', u'sublocality', u'political'] "
"28.6403743,77.30390240000001","Delhi Patparganj ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"28.617166100000002,77.27086640000002","Delhi Pandav Nagar ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"28.6144348,77.27230290000001","Delhi Pandav Nagar ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"28.633118100000004,77.2238098","New Delhi Ganpati Foods Barakhamba ","[u'locality', u'political'] [u'store', u'food', u'point_of_interest', u'establishment'] [u'sublocality_level_1', u'sublocality', u'political'] "
"28.6364964,77.2216541","New Delhi Railway Colony ","[u'locality', u'political'] [u'sublocality_level_2', u'sublocality', u'political'] "
"28.640949600000003,77.2194983","Delhi Railway Colony ","[u'locality', u'political'] [u'sublocality_level_2', u'sublocality', u'political'] "
"28.639703000000004,77.21770190000001","Delhi Paharganj ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"28.640881,77.2187797","Delhi Railway Colony ","[u'locality', u'political'] [u'sublocality_level_2', u'sublocality', u'political'] "
"28.641239399999996,77.2187797","Delhi Railway Colony ","[u'locality', u'political'] [u'sublocality_level_2', u'sublocality', u'political'] "
"28.6431684,77.22021690000001","Delhi Kaseru Walan ","[u'locality', u'political'] [u'sublocality_level_2', u'sublocality', u'political'] "
"28.642134600000002,77.2207671","Delhi Ajmeri Gate ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"28.642088300000005,77.220827","Delhi Ajmeri Gate ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"28.643801,77.2230912","Delhi Ajmeri Gate ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"28.6402515,77.2234505","Matrimonial Detective Agency Bhavbhuti Marg Delhi ","[u'point_of_interest', u'establishment'] [u'route'] [u'locality', u'political'] "
"28.642828100000003,77.2214171","Delhi Ajmeri Gate ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"28.642046500000003,77.2229854","Delhi Ajmeri Gate ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"28.637979700000002,77.2184204","New Delhi Paharganj ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"28.6437632,77.2227587","Delhi Ajmeri Gate ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"28.6316472,77.21590529999999","New Delhi Connaught Place ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"28.636084999999998,77.2173425","New Delhi Paharganj ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"28.5616079,77.2069223","New Delhi Ravi Band Green Park ","[u'locality', u'political'] [u'point_of_interest', u'establishment'] [u'sublocality_level_1', u'sublocality', u'political'] "
"28.5822142,77.20871899999999","New Delhi Satya Sadan ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"28.560429600000003,77.2058443","Mini Market Lane New Delhi ","[u'route'] [u'locality', u'political'] "
"28.571390700000002,77.20800030000001","New Delhi Kidwai Nagar ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"28.515313,77.19147","New Delhi Sainik Farm ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"28.5443717,77.20747259999999","New Delhi RBI Staff Quarters Hauz Khas ","[u'locality', u'political'] [u'premise', u'point_of_interest', u'establishment'] [u'sublocality_level_1', u'sublocality', u'political'] "
"28.522725,77.19398559999999","New Delhi Nai Basti ","[u'locality', u'political'] [u'sublocality_level_2', u'sublocality', u'political'] "
"28.687460100000003,77.1434182","Delhi Shakurpur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"28.738699100000005,77.13918149999999","Delhi Rohini ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"28.458557,77.070657","Gurugram Block F ","[u'locality', u'political'] [u'sublocality_level_3', u'sublocality', u'political'] "
"28.7387538,77.1391125","Delhi Rohini ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"28.4588175,77.0721507","Gurugram Middle East Cuisine Sector 29 ","[u'locality', u'political'] [u'restaurant', u'food', u'point_of_interest', u'establishment'] [u'sublocality_level_1', u'sublocality', u'political'] "
"28.4591402,77.07248790000001","Gurugram HUDA City Centre McDonald's Juicy Lucy Candy Corner Sector 29 ","[u'locality', u'political'] [u'shopping_mall', u'food', u'point_of_interest', u'establishment'] [u'restaurant', u'food', u'point_of_interest', u'establishment'] [u'store', u'point_of_interest', u'establishment'] [u'sublocality_level_1', u'sublocality', u'political'] "
"28.4589355,77.0720286","Gurugram Sector 29 ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"28.458882,77.0719387","Gurugram Sector 29 ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"28.458681800000004,77.0718375","Gurugram Sector 29 ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"28.443289899999996,77.0573457","Gurugram Durga Colony ","[u'locality', u'political'] [u'sublocality_level_3', u'sublocality', u'political'] "
"28.436796100000002,77.0517624","Gurugram Jal Vihar Colony ","[u'locality', u'political'] [u'sublocality_level_2', u'sublocality', u'political'] "
"28.430925,77.0443929","Gurugram Sector 38 ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"28.4310994,77.0350371","Gurugram Sector 33 ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"28.4291805,77.0371376","Gurugram Islampur Village ","[u'locality', u'political'] [u'sublocality_level_2', u'sublocality', u'political'] "
"28.4324011,77.0359858","Gurugram Swachh Public Toilet Islampur Village ","[u'locality', u'political'] [u'point_of_interest', u'establishment'] [u'sublocality_level_2', u'sublocality', u'political'] "
"28.431406,77.03624040000001","Sohna Road saurabh Gurugram ","[u'route'] [u'point_of_interest', u'establishment'] [u'locality', u'political'] "
"28.4335607,77.03568940000001","Gurugram Islampur Village ","[u'locality', u'political'] [u'sublocality_level_2', u'sublocality', u'political'] "
"28.4338752,77.0358131","106, Sohna Rd, Islampur Village Gurugram ","[u'route'] [u'locality', u'political'] "
"28.4339533,77.0359256","Gurugram Islampur Village ","[u'locality', u'political'] [u'sublocality_level_2', u'sublocality', u'political'] "
"28.433698800000002,77.0356107","Gurugram Lifespace Interiors Sector 33 ","[u'locality', u'political'] [u'general_contractor', u'point_of_interest', u'establishment'] [u'sublocality_level_1', u'sublocality', u'political'] "
"28.434755100000004,77.0357568","Gurugram Islampur Village ","[u'locality', u'political'] [u'sublocality_level_2', u'sublocality', u'political'] "
"28.433748699999995,77.03577940000001","Gurugram Islampur Village ","[u'locality', u'political'] [u'sublocality_level_2', u'sublocality', u'political'] "
"28.431567200000003,77.03628540000001","Gurugram Islampur Village ","[u'locality', u'political'] [u'sublocality_level_2', u'sublocality', u'political'] "
"28.431560700000002,77.0362179","Sohna Road Gurugram ","[u'route'] [u'locality', u'political'] "
"28.431589600000002,77.03628540000001","Gurugram Islampur Village ","[u'locality', u'political'] [u'sublocality_level_2', u'sublocality', u'political'] "
"28.4323951,77.036038","Sohna Road Gurugram ","[u'route'] [u'locality', u'political'] "
"28.432455100000002,77.0361954","Gurugram Islampur Village ","[u'locality', u'political'] [u'sublocality_level_2', u'sublocality', u'political'] "
"28.4320669,77.0360645","Sohna Road Gurugram ","[u'route'] [u'locality', u'political'] "
"28.4356175,77.0346854","Gurugram Sector 33 ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"28.431408899999997,77.03568940000001","Gurugram Sector 33 ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"28.434599,77.03553199999999","Sohna Road Krishna Steel Gurugram ","[u'route'] [u'point_of_interest', u'establishment'] [u'locality', u'political'] "
"28.431620000000002,77.0362516","Sohna Road Gurugram ","[u'route'] [u'locality', u'political'] "
"28.434431300000004,77.03541949999999","Gurugram Dada LED Video Wall N Screen Gurgaon Sector 33 ","[u'locality', u'political'] [u'point_of_interest', u'establishment'] [u'sublocality_level_1', u'sublocality', u'political'] "
"28.4343865,77.03541949999999","Gurugram DG Event and Birthday Party organizer In Gurgaon Sector 33 ","[u'locality', u'political'] [u'home_goods_store', u'store', u'food', u'point_of_interest', u'establishment'] [u'sublocality_level_1', u'sublocality', u'political'] "
"28.431634499999998,77.03628540000001","Gurugram Islampur Village ","[u'locality', u'political'] [u'sublocality_level_2', u'sublocality', u'political'] "
"28.4316164,77.0363304","Gurugram Islampur Village ","[u'locality', u'political'] [u'sublocality_level_2', u'sublocality', u'political'] "
"28.4317595,77.0364204","Gurugram JRC ROYAL GROUP S-cort Security Services Property Hub Delhi Iron Stores Islampur Village ","[u'locality', u'political'] [u'real_estate_agency', u'point_of_interest', u'establishment'] [u'point_of_interest', u'establishment'] [u'real_estate_agency', u'point_of_interest', u'establishment'] [u'store', u'point_of_interest', u'establishment'] [u'sublocality_level_2', u'sublocality', u'political'] "
"28.435453000000003,77.0352058","Sohna Road Gurugram ","[u'route'] [u'locality', u'political'] "
"28.434604800000002,77.0351271","Gurugram Bajaj Service center Sector 33 ","[u'locality', u'political'] [u'car_repair', u'point_of_interest', u'establishment'] [u'sublocality_level_1', u'sublocality', u'political'] "
"28.434919300000004,77.03525079999999","Gurugram Sector 33 ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"28.4316793,77.03628540000001","Gurugram Islampur Village ","[u'locality', u'political'] [u'sublocality_level_2', u'sublocality', u'political'] "
"28.434588899999998,77.0351946","Gurugram Sector 33 ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
